* Top 60,000 lemmas, with word forms for each lemma
* This word frequency data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
1620	session	n	58108	23407	sessions
1621	competition	n	58102	54395	competition
1621	competition	n	58102	3707	competitions
1622	possibly	r	58071	58071	possibly
1623	technique	n	58028	32769	techniques
1623	technique	n	58028	25259	technique
1624	mine	p	58009	58009	mine
1625	average	n	57985	44866	average
1625	average	n	57985	8862	ave
1625	average	n	57985	4257	averages
1626	intend	v	57970	37773	intended
1626	intend	v	57970	12569	intend
1626	intend	v	57970	5412	intends
1626	intend	v	57970	2216	intending
1627	impossible	j	57892	57892	impossible
1628	moral	j	57787	57787	moral
1629	academic	j	57717	57717	academic
1630	wine	n	57614	51342	wine
1630	wine	n	57614	6270	wines
1631	approach	v	57607	20011	approached
1631	approach	v	57607	15583	approach
1631	approach	v	57607	13937	approaching
1631	approach	v	57607	8076	approaches
1632	somehow	r	57596	57578	somehow
1632	somehow	r	57596	18	some-how
1633	gather	v	57562	24704	gathered
1633	gather	v	57562	20847	gather
1633	gather	v	57562	9454	gathering
1633	gather	v	57562	2557	gathers
1634	scientific	j	57547	57547	scientific
1635	African	j	57497	57497	african
1636	cook	v	57383	27727	cook
1636	cook	v	57383	17007	cooking
1636	cook	v	57383	10352	cooked
1636	cook	v	57383	2297	cooks
1637	participate	v	57361	30794	participate
1637	participate	v	57361	13400	participated
1637	participate	v	57361	11577	participating
1637	participate	v	57361	1590	participates
1638	gay	j	57195	57042	gay
1638	gay	j	57195	84	gayest
1638	gay	j	57195	69	gayer
1639	appropriate	j	57163	57163	appropriate
1640	youth	n	57132	49776	youth
1640	youth	n	57132	7356	youths
1641	dress	v	56967	32913	dressed
1641	dress	v	56967	13863	dress
1641	dress	v	56967	8877	dressing
1641	dress	v	56967	1314	dresses
1642	straight	r	56942	56942	straight
1643	weather	n	56939	56529	weather
1643	weather	n	56939	410	weathers
1644	recommend	v	56938	24827	recommend
1644	recommend	v	56938	21576	recommended
1644	recommend	v	56938	7568	recommends
1644	recommend	v	56938	2967	recommending
1645	medicine	n	56814	50777	medicine
1645	medicine	n	56814	6037	medicines
1646	novel	n	56709	41315	novel
1646	novel	n	56709	15394	novels
1647	obvious	j	56696	56696	obvious
1648	thursday	n	56611	56611	thursday
1649	exchange	n	56534	48384	exchange
1649	exchange	n	56534	8150	exchanges
1650	explore	v	56474	27964	explore
1650	explore	v	56474	13370	exploring
1650	explore	v	56474	9346	explored
1650	explore	v	56474	5794	explores
1651	extend	v	56458	20351	extend
1651	extend	v	56458	18549	extended
1651	extend	v	56458	9409	extending
1651	extend	v	56458	8149	extends
1652	Bay	n	56420	54987	bay
1652	Bay	n	56420	1433	bays
1653	invite	v	56415	30586	invited
1653	invite	v	56415	15678	invite
1653	invite	v	56415	5406	inviting
1653	invite	v	56415	4745	invites
1654	tie	v	56394	33328	tied
1654	tie	v	56394	13736	tie
1654	tie	v	56394	4647	ties
1654	tie	v	56394	4637	tying
1654	tie	v	56394	46	tieing
1655	ah	u	56374	56374	ah
1656	belong	v	56342	22657	belong
1656	belong	v	56342	14312	belongs
1656	belong	v	56342	11390	belonged
1656	belong	v	56342	7983	belonging
1657	obtain	v	56312	27425	obtained
1657	obtain	v	56312	21164	obtain
1657	obtain	v	56312	6860	obtaining
1657	obtain	v	56312	863	obtains
1658	broad	j	56310	35939	broad
1658	broad	j	56310	19161	broader
1658	broad	j	56310	1210	broadest
1659	conclusion	n	56296	37428	conclusion
1659	conclusion	n	56296	18868	conclusions
1660	progress	n	56162	56162	progress
1661	surprise	n	56116	49687	surprise
1661	surprise	n	56116	6429	surprises
1662	assessment	n	55956	45097	assessment
1662	assessment	n	55956	10859	assessments
1663	smile	n	55936	48572	smile
1663	smile	n	55936	7364	smiles
1664	feature	v	55868	16464	featured
1664	feature	v	55868	16151	features
1664	feature	v	55868	14153	featuring
1664	feature	v	55868	9100	feature
1665	cash	n	55856	55828	cash
1665	cash	n	55856	28	cashes
1666	defend	v	55825	30691	defend
1666	defend	v	55825	13720	defending
1666	defend	v	55825	8929	defended
1666	defend	v	55825	2485	defends
1667	pound	n	55670	42809	pounds
1667	pound	n	55670	12861	pound
1668	correct	j	55632	55632	correct
1669	married	j	55629	55629	married
1670	pair	n	55530	44740	pair
1670	pair	n	55530	10790	pairs
1671	slightly	r	55389	55389	slightly
1672	loan	n	55348	28549	loan
1672	loan	n	55348	26799	loans
1673	village	n	55217	43556	village
1673	village	n	55217	11661	villages
1674	half	n	55207	52655	half
1674	half	n	55207	2516	halves
1674	half	n	55207	36	halfs
1675	suit	n	55200	42783	suit
1675	suit	n	55200	12417	suits
1676	demand	v	55168	19632	demand
1676	demand	v	55168	15786	demanded
1676	demand	v	55168	13931	demanding
1676	demand	v	55168	5819	demands
1677	historical	j	55028	55028	historical
1678	meaning	n	55014	47168	meaning
1678	meaning	n	55014	7846	meanings
1679	attempt	v	54992	17180	attempting
1679	attempt	v	54992	17114	attempt
1679	attempt	v	54992	16632	attempted
1679	attempt	v	54992	4066	attempts
1680	supply	n	54988	36106	supply
1680	supply	n	54988	18882	supplies
1681	lift	v	54954	23117	lifted
1681	lift	v	54954	18545	lift
1681	lift	v	54954	8188	lifting
1681	lift	v	54954	5104	lifts
1682	ourselves	p	54951	54622	ourselves
1682	ourselves	p	54951	329	ourself
1683	honey	n	54912	54670	honey
1683	honey	n	54912	242	honeys
1684	bone	n	54911	28582	bone
1684	bone	n	54911	26329	bones
1685	consequence	n	54883	40611	consequences
1685	consequence	n	54883	14272	consequence
1686	unique	j	54827	54827	unique
1687	next	i	54768	54768	next
1688	regulation	n	54726	30102	regulations
1688	regulation	n	54726	24624	regulation
1689	award	n	54712	33553	award
1689	award	n	54712	21159	awards
1690	bottom	n	54701	51825	bottom
1690	bottom	n	54701	2876	bottoms
1691	excuse	v	54672	51606	excuse
1691	excuse	v	54672	2463	excused
1691	excuse	v	54672	581	excusing
1691	excuse	v	54672	22	excuses
1692	familiar	j	54651	54651	familiar
1693	classroom	n	54542	42748	classroom
1693	classroom	n	54542	11794	classrooms
1694	search	v	54487	23702	searching
1694	search	v	54487	18879	search
1694	search	v	54487	10753	searched
1694	search	v	54487	1153	searches
1695	reference	n	54390	36661	reference
1695	reference	n	54390	17729	references
1696	emerge	v	54379	24143	emerged
1696	emerge	v	54379	14977	emerge
1696	emerge	v	54379	8134	emerging
1696	emerge	v	54379	7125	emerges
1697	long	c	54354	54354	long
1698	lunch	n	54300	50901	lunch
1698	lunch	n	54300	3399	lunches
1699	judge	v	54271	30627	judge
1699	judge	v	54271	10494	judging
1699	judge	v	54271	10281	judged
1699	judge	v	54271	2869	judges
1700	ad	n	54265	28431	ad
1700	ad	n	54265	25834	ads
1700	ad	n	54265	287	a.d.
1701	desire	n	54265	45648	desire
1701	desire	n	54265	8617	desires
1702	instruction	n	54207	33427	instruction
1702	instruction	n	54207	20780	instructions
1703	emergency	n	54204	50580	emergency
1703	emergency	n	54204	3624	emergencies
1704	thinking	n	54200	54185	thinking
1704	thinking	n	54200	15	thinkings
1705	tour	n	54157	43524	tour
1705	tour	n	54157	10633	tours
1706	French	j	54133	54133	french
1707	combine	v	54133	23871	combined
1707	combine	v	54133	17835	combine
1707	combine	v	54133	6903	combining
1707	combine	v	54133	5524	combines
1708	moon	n	54069	50637	moon
1708	moon	n	54069	3432	moons
1709	sad	j	54041	51775	sad
1709	sad	j	54041	1407	saddest
1709	sad	j	54041	859	sadder
1710	address	n	54018	48320	address
1710	address	n	54018	5698	addresses
1711	december	n	53957	53957	december
1712	anywhere	r	53945	53945	anywhere
1713	chicken	n	53916	45184	chicken
1713	chicken	n	53916	8732	chickens
1714	fuel	n	53882	45102	fuel
1714	fuel	n	53882	8778	fuels
1715	train	v	53865	26760	trained
1715	train	v	53865	16131	train
1715	train	v	53865	8124	training
1715	train	v	53865	2850	trains
1716	abuse	n	53777	49050	abuse
1716	abuse	n	53777	4727	abuses
1717	construction	n	53745	51942	construction
1717	construction	n	53745	1803	constructions
1718	NULL	n	53706	53706	wednesday
1719	link	v	53674	26284	linked
1719	link	v	53674	13107	link
1719	link	v	53674	7185	linking
1719	link	v	53674	7098	links
1720	deserve	v	53654	28849	deserve
1720	deserve	v	53654	15924	deserves
1720	deserve	v	53654	8752	deserved
1720	deserve	v	53654	129	deserving
1721	famous	j	53575	53575	famous
1722	intervention	n	53351	38090	intervention
1722	intervention	n	53351	15261	interventions
1723	grand	j	53325	51696	grand
1723	grand	j	53325	916	grander
1723	grand	j	53325	713	grandest
1724	visit	n	53262	36749	visit
1724	visit	n	53262	16511	visits
1725	confirm	v	53256	27521	confirmed
1725	confirm	v	53256	16368	confirm
1725	confirm	v	53256	5509	confirms
1725	confirm	v	53256	3858	confirming
1726	lucky	j	53231	51740	lucky
1726	lucky	j	53231	933	luckiest
1726	lucky	j	53231	558	luckier
1727	insist	v	53141	20655	insisted
1727	insist	v	53141	15081	insist
1727	insist	v	53141	11473	insists
1727	insist	v	53141	5932	insisting
1728	coast	n	53114	51039	coast
1728	coast	n	53114	2075	coasts
1729	proud	j	53067	51821	proud
1729	proud	j	53067	802	proudest
1729	proud	j	53067	444	prouder
1730	cover	n	53057	44312	cover
1730	cover	n	53057	8745	covers
1731	fourth	m	53036	53036	fourth
1732	cop	n	52982	28503	cops
1732	cop	n	52982	24479	cop
1733	angry	j	52980	51842	angry
1733	angry	j	52980	919	angrier
1733	angry	j	52980	219	angriest
1734	native	j	52950	52950	native
1735	Supreme	j	52933	52933	supreme
1736	baseball	n	52864	52253	baseball
1736	baseball	n	52864	591	baseballs
1736	baseball	n	52864	20	base-ball
1737	but	i	52830	52830	but
1738	email	n	52826	41601	email
1738	email	n	52826	11225	emails
1739	accident	n	52784	42363	accident
1739	accident	n	52784	10414	accidents
1739	accident	n	52784	7	acci-dent
1740	front	n	52764	48824	front
1740	front	n	52764	3936	fronts
1741	duty	n	52673	37032	duty
1741	duty	n	52673	15633	duties
1741	duty	n	52673	8	dutys
1742	growing	j	52661	52661	growing
1743	struggle	v	52598	20859	struggling
1743	struggle	v	52598	16181	struggled
1743	struggle	v	52598	10661	struggle
1743	struggle	v	52598	4897	struggles
1744	revenue	n	52579	36741	revenue
1744	revenue	n	52579	15838	revenues
1745	expand	v	52529	24657	expand
1745	expand	v	52529	13610	expanded
1745	expand	v	52529	10592	expanding
1745	expand	v	52529	3670	expands
1746	chief	j	52508	52475	chief
1746	chief	j	52508	33	chiefest
1747	launch	v	52479	27458	launched
1747	launch	v	52479	15581	launch
1747	launch	v	52479	6847	launching
1747	launch	v	52479	2593	launches
1748	trend	n	52452	30638	trend
1748	trend	n	52452	21814	trends
1749	ring	n	52405	38438	ring
1749	ring	n	52405	13966	rings
1750	repeat	v	52290	24578	repeat
1750	repeat	v	52290	18463	repeated
1750	repeat	v	52290	6437	repeating
1750	repeat	v	52290	2812	repeats
1751	breath	n	52280	48877	breath
1751	breath	n	52280	3403	breaths
1752	inch	n	52275	36036	inches
1752	inch	n	52275	16239	inch
1753	neck	n	52214	49004	neck
1753	neck	n	52214	3210	necks
1754	core	n	52195	49772	core
1754	core	n	52195	2423	cores
1755	terrible	j	52179	52156	terrible
1755	terrible	j	52179	23	terribles
1756	billion	n	52087	52087	billion
1757	relatively	r	52070	52070	relatively
1758	complex	j	51957	51957	complex
1759	press	v	51939	21149	press
1759	press	v	51939	20514	pressed
1759	press	v	51939	8112	pressing
1759	press	v	51939	2164	presses
1760	Miss	n	51928	50263	miss
1760	Miss	n	51928	1665	misses
1761	slow	j	51880	45414	slow
1761	slow	j	51880	5469	slower
1761	slow	j	51880	997	slowest
1762	soft	j	51824	47482	soft
1762	soft	j	51824	3861	softer
1762	soft	j	51824	481	softest
1763	generate	v	51796	21146	generate
1763	generate	v	51796	20260	generated
1763	generate	v	51796	5569	generates
1763	generate	v	51796	4821	generating
1764	extremely	r	51789	51789	extremely
1765	last	v	51774	31493	last
1765	last	v	51774	11681	lasted
1765	last	v	51774	5656	lasts
1765	last	v	51774	2944	lasting
1766	drink	n	51766	33891	drink
1766	drink	n	51766	17875	drinks
1767	forever	r	51747	51730	forever
1767	forever	r	51747	17	for-ever
1768	corporate	j	51712	51712	corporate
1769	deep	r	51692	39217	deep
1769	deep	r	51692	12475	deeper
1770	prefer	v	51684	32635	prefer
1770	prefer	v	51684	11036	preferred
1770	prefer	v	51684	5764	prefers
1770	prefer	v	51684	2237	preferring
1770	prefer	v	51684	12	prefering
1771	except	c	51607	51496	except
1771	except	c	51607	111	cept
1772	cheap	j	51588	33585	cheap
1772	cheap	j	51588	14855	cheaper
1772	cheap	j	51588	3148	cheapest
1773	literature	n	51523	50911	literature
1773	literature	n	51523	612	literatures
1774	direct	v	51486	29496	directed
1774	direct	v	51486	10444	direct
1774	direct	v	51486	7133	directing
1774	direct	v	51486	4413	directs
1775	mayor	n	51481	48632	mayor
1775	mayor	n	51481	2849	mayors
1776	male	j	51453	51453	male
1777	importance	n	51419	51408	importance
1777	importance	n	51419	11	importances
1778	record	v	51375	27083	recorded
1778	record	v	51375	13014	record
1778	record	v	51375	8303	recording
1778	record	v	51375	2975	records
1779	danger	n	51331	40952	danger
1779	danger	n	51331	10379	dangers
1780	emotional	j	51327	51327	emotional
1781	knee	n	51298	26937	knees
1781	knee	n	51298	24320	knee
1781	knee	n	51298	41	kneeing
1782	ass	n	51238	47618	ass
1782	ass	n	51238	3620	asses
1783	capture	v	51215	23215	captured
1783	capture	v	51215	18024	capture
1783	capture	v	51215	5301	capturing
1783	capture	v	51215	4675	captures
1784	traffic	n	51138	51046	traffic
1784	traffic	n	51138	92	traffics
1785	fucking	j	51076	49120	fucking
1785	fucking	j	51076	1956	fuckin
1786	outside	r	51030	51015	outside
1786	outside	r	51030	15	out-side
1787	now	c	50991	50991	now
1788	train	n	50975	42749	train
1788	train	n	50975	8226	trains
1789	plate	n	50934	34706	plate
1789	plate	n	50934	16228	plates
1790	equipment	n	50894	50753	equipment
1790	equipment	n	50894	141	equipments
1791	select	v	50804	24281	selected
1791	select	v	50804	17172	select
1791	select	v	50804	7562	selecting
1791	select	v	50804	1789	selects
1792	file	v	50771	30487	filed
1792	file	v	50771	13433	file
1792	file	v	50771	6408	filing
1792	file	v	50771	443	files
1793	studio	n	50758	39157	studio
1793	studio	n	50758	11601	studios
1794	expensive	j	50744	50744	expensive
1795	secret	n	50730	31336	secret
1795	secret	n	50730	19394	secrets
1796	engine	n	50724	35612	engine
1796	engine	n	50724	15112	engines
1797	adopt	v	50605	26769	adopted
1797	adopt	v	50605	16003	adopt
1797	adopt	v	50605	6336	adopting
1797	adopt	v	50605	1497	adopts
1798	luck	n	50589	50538	luck
1798	luck	n	50589	51	lucks
1799	via	i	50560	50560	via
1800	pm	r	50551	110263	p.m.
1800	pm	r	50551	50551	pm
1801	panel	n	50544	38015	panel
1801	panel	n	50544	12529	panels
1802	hero	n	50520	33635	hero
1802	hero	n	50520	16549	heroes
1802	hero	n	50520	336	heros
1803	circle	n	50510	33848	circle
1803	circle	n	50510	16662	circles
1804	critic	n	50462	36513	critics
1804	critic	n	50462	13949	critic
1805	solve	v	50437	29927	solve
1805	solve	v	50437	11307	solved
1805	solve	v	50437	7553	solving
1805	solve	v	50437	1650	solves
1806	busy	j	50363	47336	busy
1806	busy	j	50363	2194	busiest
1806	busy	j	50363	833	busier
1807	episode	n	50354	36590	episode
1807	episode	n	50354	13764	episodes
1808	back	v	50340	19589	back
1808	back	v	50340	19035	backed
1808	back	v	50340	7878	backing
1808	back	v	50340	3838	backs
1809	check	n	50298	36622	check
1809	check	n	50298	13676	checks
1810	requirement	n	50272	33832	requirements
1810	requirement	n	50272	16440	requirement
1811	politician	n	50171	36829	politicians
1811	politician	n	50171	13342	politician
1812	rain	n	50093	46813	rain
1812	rain	n	50093	3280	rains
1813	colleague	n	50084	38223	colleagues
1813	colleague	n	50084	11861	colleague
1814	disappear	v	50053	23988	disappeared
1814	disappear	v	50053	16174	disappear
1814	disappear	v	50053	5488	disappears
1814	disappear	v	50053	4403	disappearing
1815	beer	n	50024	43713	beer
1815	beer	n	50024	6311	beers
1816	predict	v	50013	19209	predict
1816	predict	v	50013	17997	predicted
1816	predict	v	50013	7266	predicting
1816	predict	v	50013	5541	predicts
1817	exercise	n	49985	40339	exercise
1817	exercise	n	49985	9639	exercises
1817	exercise	n	49985	7	exercising
1818	tired	j	49972	49972	tired
1819	democracy	n	49951	46023	democracy
1819	democracy	n	49951	3928	democracies
1820	ultimately	r	49899	49899	ultimately
1821	setting	n	49873	26818	setting
1821	setting	n	49873	23055	settings
1822	honor	n	49871	40709	honor
1822	honor	n	49871	5124	honors
1822	honor	n	49871	3645	honour
1822	honor	n	49871	393	honours
1823	works	n	49867	49867	works
1824	unfortunately	r	49863	49863	unfortunately
1825	theme	n	49821	32951	theme
1825	theme	n	49821	16870	themes
1826	issue	v	49792	29956	issued
1826	issue	v	49792	14344	issue
1826	issue	v	49792	3080	issuing
1826	issue	v	49792	2412	issues
1827	male	n	49791	27238	male
1827	male	n	49791	22553	males
1828	clean	v	49764	25312	clean
1828	clean	v	49764	11989	cleaning
1828	clean	v	49764	10883	cleaned
1828	clean	v	49764	1580	cleans
1829	United	j	49746	49746	united
1830	pool	n	49670	42200	pool
1830	pool	n	49670	7470	pools
1831	educational	j	49636	49636	educational
1832	empty	j	49565	49364	empty
1832	empty	j	49565	145	emptier
1832	empty	j	49565	56	emptiest
1833	comfortable	j	49532	49532	comfortable
1834	investigate	v	49473	20091	investigate
1834	investigate	v	49473	14599	investigating
1834	investigate	v	49473	12806	investigated
1834	investigate	v	49473	1977	investigates
1835	useful	j	49468	49468	useful
1836	pocket	n	49462	34293	pocket
1836	pocket	n	49462	15169	pockets
1837	digital	j	49461	49461	digital
1838	plenty	p	49361	49361	plenty
1839	entirely	r	49352	49352	entirely
1840	fear	v	49288	29108	fear
1840	fear	v	49288	12079	feared
1840	fear	v	49288	4175	fearing
1840	fear	v	49288	3926	fears
1841	afford	v	49246	42974	afford
1841	afford	v	49246	3889	afforded
1841	afford	v	49246	1670	affords
1841	afford	v	49246	713	affording
1842	sugar	n	49230	45111	sugar
1842	sugar	n	49230	4118	sugars
1843	teaching	n	49167	42537	teaching
1843	teaching	n	49167	6630	teachings
1844	conservative	j	49144	49144	conservative
1845	chairman	n	49123	48145	chairman
1845	chairman	n	49123	970	chairmen
1845	chairman	n	49123	8	chairmans
1846	error	n	49042	31089	error
1846	error	n	49042	17953	errors
1847	bridge	n	49030	40704	bridge
1847	bridge	n	49030	8325	bridges
1848	tall	j	48978	39603	tall
1848	tall	j	48978	6918	taller
1848	tall	j	48978	2457	tallest
1849	specifically	r	48927	48927	specifically
1850	flower	n	48912	33436	flowers
1850	flower	n	48912	15476	flower
1851	though	r	48909	48909	though
1852	universe	n	48854	46964	universe
1852	universe	n	48854	1890	universes
1853	live	j	48836	48836	live
1854	acknowledge	v	48811	19737	acknowledge
1854	acknowledge	v	48811	16076	acknowledged
1854	acknowledge	v	48811	7066	acknowledges
1854	acknowledge	v	48811	5932	acknowledging
1855	limit	n	48738	27604	limits
1855	limit	n	48738	21134	limit
1856	coverage	n	48693	48329	coverage
1856	coverage	n	48693	364	coverages
1857	crew	n	48673	39384	crew
1857	crew	n	48673	9289	crews
1858	locate	v	48581	34829	located
1858	locate	v	48581	10212	locate
1858	locate	v	48581	2721	locating
1858	locate	v	48581	819	locates
1859	balance	n	48537	46068	balance
1859	balance	n	48537	2469	balances
1860	equal	j	48522	48521	equal
1861	lip	n	48507	34376	lips
1861	lip	n	48507	14131	lip
1862	lean	v	48484	19589	leaned
1862	lean	v	48484	13048	leaning
1862	lean	v	48484	9461	lean
1862	lean	v	48484	6224	leans
1862	lean	v	48484	162	leant
1863	zone	n	48403	37344	zone
1863	zone	n	48403	11059	zones
1864	wedding	n	48365	44079	wedding
1864	wedding	n	48365	4286	weddings
1865	copy	n	48365	29822	copy
1865	copy	n	48365	18543	copies
1866	score	v	48316	24933	scored
1866	score	v	48316	13729	score
1866	score	v	48316	7473	scoring
1866	score	v	48316	2181	scores
1867	joke	n	48299	33261	joke
1867	joke	n	48299	15038	jokes
1868	used	j	48287	48287	used
1869	clear	v	48273	24443	clear
1869	clear	v	48273	16509	cleared
1869	clear	v	48273	4544	clearing
1869	clear	v	48273	2777	clears
1870	bear	v	48272	27664	bear
1870	bear	v	48272	9968	bearing
1870	bear	v	48272	6527	bears
1870	bear	v	48272	4104	borne
1870	bear	v	48272	9	beared
1871	meal	n	48158	29437	meal
1871	meal	n	48158	18721	meals
1872	review	v	48123	19193	review
1872	review	v	48123	15144	reviewed
1872	review	v	48123	7924	reviewing
1872	review	v	48123	5862	reviews
1873	minority	n	48052	34703	minority
1873	minority	n	48052	13349	minorities
1874	sight	n	48022	41686	sight
1874	sight	n	48022	6336	sights
1875	sleep	n	48020	48016	sleep
1876	Russian	j	48001	48001	russian
1877	dress	n	47994	39602	dress
1877	dress	n	47994	8392	dresses
1878	release	n	47967	42598	release
1878	release	n	47967	5369	releases
1879	Soviet	j	47917	47917	soviet
1880	profit	n	47886	25596	profit
1880	profit	n	47886	22290	profits
1881	challenge	v	47854	18437	challenge
1881	challenge	v	47854	15709	challenged
1881	challenge	v	47854	9981	challenging
1881	challenge	v	47854	3727	challenges
1882	careful	j	47847	47841	careful
1882	careful	j	47847	6	care-ful
1883	gender	n	47825	45898	gender
1883	gender	n	47825	1927	genders
1884	tape	n	47805	37341	tape
1884	tape	n	47805	10464	tapes
1885	ocean	n	47773	40977	ocean
1885	ocean	n	47773	6796	oceans
1886	Unidentified	j	47748	47748	unidentified
1887	host	n	47739	36706	host
1887	host	n	47739	11023	hosts
1887	host	n	47739	10	hosting
1888	grant	v	47729	28172	granted
1888	grant	v	47729	11499	grant
1888	grant	v	47729	4561	grants
1888	grant	v	47729	3497	granting
1889	circumstance	n	47687	41981	circumstances
1889	circumstance	n	47687	5706	circumstance
1890	late	r	47682	47682	late
1891	boss	n	47643	41318	boss
1891	boss	n	47643	6325	bosses
1892	declare	v	47594	26406	declared
1892	declare	v	47594	10524	declare
1892	declare	v	47594	6020	declaring
1892	declare	v	47594	4644	declares
1893	domestic	j	47518	47518	domestic
1894	tea	n	47503	46174	tea
1894	tea	n	47503	1329	teas
1895	organize	v	47499	23744	organized
1895	organize	v	47499	12267	organize
1895	organize	v	47499	8827	organizing
1895	organize	v	47499	1273	organizes
1895	organize	v	47499	660	organised
1895	organize	v	47499	421	organise
1895	organize	v	47499	270	organising
1895	organize	v	47499	37	organises
1896	English	j	47464	47464	english
1897	neither	r	47463	47463	neither
1898	either	d	47446	47446	either
1899	official	j	47368	47368	official
1900	surround	v	47314	23142	surrounded
1900	surround	v	47314	16449	surrounding
1900	surround	v	47314	5010	surround
1900	surround	v	47314	2713	surrounds
1901	manner	n	47282	40723	manner
1901	manner	n	47282	6559	manners
1902	surprised	j	47267	47260	surprised
1902	surprised	j	47267	7	sur-prised
1903	percentage	n	47208	41537	percentage
1903	percentage	n	47208	5671	percentages
1904	massive	j	47167	47167	massive
1905	cloud	n	47140	26440	cloud
1905	cloud	n	47140	20700	clouds
1906	winner	n	47124	33231	winner
1906	winner	n	47124	13893	winners
1907	honest	j	47105	47103	honest
1908	standard	j	47085	47085	standard
1909	propose	v	47044	25663	proposed
1909	propose	v	47044	10705	propose
1909	propose	v	47044	6030	proposing
1909	propose	v	47044	4646	proposes
1910	rely	v	47026	23015	rely
1910	rely	v	47026	8494	relied
1910	rely	v	47026	8027	relying
1910	rely	v	47026	7490	relies
1911	plus	i	46937	46937	plus
1912	sentence	n	46932	33393	sentence
1912	sentence	n	46932	13539	sentences
1913	request	n	46865	31842	request
1913	request	n	46865	15023	requests
1914	appearance	n	46855	36044	appearance
1914	appearance	n	46855	10811	appearances
1915	regarding	i	46854	46854	regarding
1916	excellent	j	46847	46847	excellent
1917	criminal	j	46839	46839	criminal
1918	salt	n	46825	44858	salt
1918	salt	n	46825	1965	salts
1919	beauty	n	46819	45333	beauty
1919	beauty	n	46819	1486	beauties
1920	bottle	n	46801	32786	bottle
1920	bottle	n	46801	14015	bottles
1921	component	n	46800	25202	components
1921	component	n	46800	21598	component
1922	under	r	46799	46799	under
1923	fee	n	46768	25376	fees
1923	fee	n	46768	21392	fee
1924	Jewish	j	46702	46702	jewish
1925	yours	p	46632	46632	yours
1926	dry	j	46604	45124	dry
1926	dry	j	46604	952	drier
1926	dry	j	46604	528	driest
1927	dance	n	46601	40679	dance
1927	dance	n	46601	5922	dances
1928	shirt	n	46579	36957	shirt
1928	shirt	n	46579	9622	shirts
1929	tip	n	46537	23653	tip
1929	tip	n	46537	22693	tips
1929	tip	n	46537	191	tipi
1930	plastic	n	46455	43818	plastic
1930	plastic	n	46455	2637	plastics
1931	Indian	j	46454	46454	indian
1932	mark	v	46427	19802	marked
1932	mark	v	46427	15054	mark
1932	mark	v	46427	6888	marks
1932	mark	v	46427	4683	marking
1933	tooth	n	46405	38017	teeth
1933	tooth	n	46405	8376	tooth
1933	tooth	n	46405	12	tooths
1934	meat	n	46401	42866	meat
1934	meat	n	46401	3535	meats
1935	stress	n	46396	43397	stress
1935	stress	n	46396	2999	stresses
1936	illegal	j	46386	46386	illegal
1937	significantly	r	46378	46378	significantly
1938	february	n	46378	46378	february
1939	constitution	n	46355	44883	constitution
1939	constitution	n	46355	1472	constitutions
1940	definition	n	46347	37091	definition
1940	definition	n	46347	9256	definitions
1941	uncle	n	46291	43398	uncle
1941	uncle	n	46291	2893	uncles
1942	metal	n	46260	40510	metal
1942	metal	n	46260	5750	metals
1943	album	n	46247	37848	album
1943	album	n	46247	8399	albums
1944	self	n	46225	42650	self
1944	self	n	46225	3575	selves
1945	suppose	v	46217	40489	suppose
1945	suppose	v	46217	4839	supposed
1945	suppose	v	46217	660	supposes
1945	suppose	v	46217	229	supposing
1946	investor	n	46202	36629	investors
1946	investor	n	46202	9573	investor
1947	fruit	n	46189	33296	fruit
1947	fruit	n	46189	12893	fruits
1948	holy	j	46164	45148	holy
1948	holy	j	46164	632	holiest
1948	holy	j	46164	368	holier
1948	holy	j	46164	16	ho-ly
1949	desk	n	46133	42678	desk
1949	desk	n	46133	3455	desks
1950	eastern	j	46071	46071	eastern
1951	valley	n	46050	42463	valley
1951	valley	n	46050	3587	valleys
1952	largely	r	46002	46002	largely
1953	abortion	n	45934	38143	abortion
1953	abortion	n	45934	7791	abortions
1954	chapter	n	45911	37351	chapter
1954	chapter	n	45911	8560	chapters
1955	commitment	n	45809	38272	commitment
1955	commitment	n	45809	7537	commitments
1956	celebrate	v	45778	21565	celebrate
1956	celebrate	v	45778	10724	celebrating
1956	celebrate	v	45778	9082	celebrated
1956	celebrate	v	45778	4407	celebrates
1957	arrest	v	45707	34405	arrested
1957	arrest	v	45707	8731	arrest
1957	arrest	v	45707	2337	arresting
1957	arrest	v	45707	234	arrests
1958	dance	v	45680	23643	dance
1958	dance	v	45680	15339	dancing
1958	dance	v	45680	6691	danced
1958	dance	v	45680	7	dances
1959	prime	j	45667	45667	prime
1960	urban	j	45632	45632	urban
1961	internal	j	45614	45259	internal
1961	internal	j	45614	355	internals
1962	bother	v	45596	23979	bother
1962	bother	v	45596	11485	bothered
1962	bother	v	45596	5324	bothering
1962	bother	v	45596	4808	bothers
1963	proposal	n	45546	30435	proposal
